r_autocorrelation,arc_length,num_features_sign_change
1.0,0.0,5
0.9546786776401797,2.44522237497452,
0.8688274646969971,4.7094243024086495,
0.7484198106744056,7.404226456370594,
0.5996381868270323,10.231298881687252,
0.42948461283274775,13.37592077079023,
0.24608490825773713,16.57063405328452,
0.05582720259734958,19.15687469117779,
-0.13264423202624093,21.68081327221566,
-0.3117970943694079,23.9345017331392,
-0.47485490451600154,26.19525461770857,
-0.6144921205098544,28.841372112209086,
-0.7252065202693609,31.40451629085561,
-0.8010707739791206,33.74640293002756,
-0.8383735559753188,35.87086016886556,
-0.8361973997493407,37.93687779305591,
-0.7956482173619903,39.99423099659873,
-0.7193333487551576,42.06805915204956,
-0.612687914484758,44.17455346647267,
-0.4812799295880824,46.326956853551195,
-0.33152113799825017,48.48704218993413,
-0.17014284047798167,50.67179584160024,
-0.003793025494827419,52.865302950636845,
0.1607938541075226,55.04156643407288,
0.3168001834599422,57.19906070688785,
0.4575861571020926,59.31125212053567,
0.5768332728655379,61.3790157246068,
0.6690255387841695,63.447704100538544,
0.7295500255933773,65.74630585760048,
0.7550537879146294,68.42004115525506,
0.7442037252800624,74.33739243139271,
0.6986470536376616,76.77887970971702,
0.6238430661793998,79.08129334757368,
0.5230071157162836,81.31569717940269,
0.4020291461952761,83.50625740784702,
0.26619718028277717,85.68532150107691,
0.1208737032329243,87.87588172952121,
-0.028035816467893587,90.08455447617527,
-0.17436522076333907,92.31564492952708,
-0.3119548759908507,94.60296226010678,
-0.4347567957638977,96.99534111656828,
-0.5372282838107224,99.68429822927698,
-0.6142969777843152,102.66702570954317,
-0.6618502503552566,105.31989078770465,
-0.6777459471172796,107.57489118540889,
-0.6620500274201773,109.66136003882747,
-0.6163201754743408,112.14173147644772,
-0.5433685202231879,114.53769908475522,
-0.44831387589795035,117.26897343579225,
-0.33651670427271374,119.93075061505363,
-0.21384490388547747,122.53939370992549,
-0.08492321599503476,125.10168285430655,
0.0448421229807681,127.70510537586074,
0.16990269646167236,130.4665369007003,
0.28527837746202483,133.22486384992948,
0.3856154103544175,135.86384896330702,
0.4658665533736454,139.06543638922415,
0.523310549152687,141.19256612646348,
0.5557348746387429,143.411222230592,
0.5623119659881298,145.46927694407032,
0.5430521013112112,147.70702150195092,
0.49909265639392353,150.28973566398236,
0.43386478361542985,153.0681074165118,
0.35136317134064776,155.76469594268184,
0.256774520826218,158.6608249041309,
0.15078818961238633,161.49016143907244,
0.04307536063200365,164.1775104138256,
-0.06313312372095317,166.76022457585702,
-0.1639447247596766,169.13116299429618,
-0.2555218215543486,171.32172322274045,
-0.3338306133535289,173.39445480064944,
-0.3959070992900351,175.46314317658124,
-0.4387953332519924,177.76939369029083,
-0.4610086710958755,180.38801970486435,
-0.46217585977096987,182.52410601151985,
-0.4429756845759276,184.84902170125935,
-0.40400575578816766,187.0444148748919,
-0.34682084579832606,189.25402793481703,
-0.27464766006042923,191.7140958869034,
-0.19150046831102713,193.922184184993,
-0.1017817056511447,196.35091172530474,
-0.009337713242126174,198.53501535233642,
0.0814532327420048,200.8978949255449,
0.16682117526831014,203.47246291922232,
0.24270313244397287,203.47246291922232,
0.30521677141336334,205.57355386806302,
0.35031918561141934,209.68966329501967,
0.3809007490809206,212.22983489097845,
0.3919042671404185,214.57937523111832,
0.3842621812092529,217.21362604093434,
0.3590506523000061,219.65328326308122,
0.31846415710007014,221.9462645185289,
0.2646773646667631,224.02450901241588,
0.2002154023558081,226.1832691262249,
0.12875934839231779,228.58522487801696,
0.053970148278253936,231.06243415649362,
-0.02063715132718927,233.47493000613224,
-0.0920783196935341,236.2185719520793,
-0.15781627723277036,238.8374445313151,
-0.21475857026201345,241.24955779528074,
-0.26051025898148206,244.16686243626162,
-0.29310392289101617,247.23059602779819,
-0.3104227726663734,249.3389568532856,
-0.31234033499746683,251.94733432532485,
-0.2996607557941571,254.23094100084023,
-0.2746135495384679,256.3431324144881,
-0.23896242777882976,258.40679062262467,
-0.19525362315656722,260.46288050513266,
-0.146413368433927,262.52177671502795,
-0.0946043604094164,264.5854349231646,
-0.041440518587201415,266.65412329909634,
0.011218460321221707,268.7257925583554,
0.06147501003712904,270.7964338105847,
0.10729570935910193,272.859374921106,
0.1468210144273553,274.9153068339024,
0.17841661371932008,277.00494479486775,
0.20032816044332938,279.1212838721679,
0.21108041766599386,281.2362678409579,
0.2097880072539256,283.13021739952006,
0.19737288454756396,285.1221710196405,
0.17402262735721064,287.71145907552926,
0.14404784396454492,289.8905231687591,
0.11007105335014274,291.94647263434507,
0.07368670732591738,294.03029988528294,
0.036248432183094356,296.1464513839317,
-0.0009199030108743713,298.29144816032834,
-0.036499597835411915,300.41806161443753,
-0.06921000017957539,302.5283215022666,
-0.0977355557706033,304.6149869545792,
-0.12079938928182794,306.6710768370871,
-0.13728722872357324,308.7670604256913,
-0.1461949740161187,311.0968501189231,
-0.14694036762798537,313.6804025070258,
-0.1393918992500504,316.11508447624647,
-0.12399809176151518,318.566662915593,
-0.10287560852468682,321.3317601115414,
-0.077561094254471,324.6515151730421,
-0.05018940150801936,327.22437418451807,
-0.023152214682845045,329.864110341674,
0.0021920488452873703,333.1331196710011,
0.025403970685087728,335.92813266818376,
0.04494301098958319,339.0186518588932,
0.06061789097021162,341.40402887011095,
0.07132947278844724,343.0521776358092,
0.07670934224047923,345.97591967854606,
0.0772342512881343,348.3269100018836,
0.07146861754210246,350.7413864717942,
0.060149939819052776,353.38377495837153,
0.043667341642654865,355.8206906439779,
0.02278862038884212,357.9088255974478,
