r_autocorrelation,arc_length,num_features_sign_change
1.0,0.0,4
0.9626287509151787,3.0903693303330613,
0.8946977598421073,6.843078133916293,
0.7994283221187862,10.877822984693637,
0.6826888856405069,14.023056570300582,
0.5502628786870074,17.089341848196852,
0.4069479299494057,20.19425297840192,
0.25721841058415645,23.173287574015035,
0.10580340020537302,25.93788517853929,
-0.042481002757027285,29.184397392015114,
-0.18332480354993955,32.539412513613286,
-0.3120110572324609,35.27585076112041,
-0.42450581431354084,38.037729708448666,
-0.5184541242425575,41.130104154746306,
-0.59140303628094,43.84454970485953,
-0.6414899278685458,47.05431129218084,
-0.6684852053688077,50.037692657810084,
-0.6730337639834334,52.88988583313969,
-0.656144847531441,55.709812346811276,
-0.6194151348700124,58.52973886048298,
-0.565197442729727,61.50718221417927,
-0.4966087882716218,64.52836994896202,
-0.4171115910541496,71.48501848082597,
-0.32982107907010194,74.42631357685698,
-0.23770447465675756,77.41316091383769,
-0.1411960596118838,79.98905991820922,
-0.042427374654514356,82.3882524553633,
0.0554043750207548,84.75858489294924,
0.14931834635712574,87.13390987131297,
0.23626050245783406,89.52101763762133,
0.3135216971018393,91.92174895794764,
0.3786935502853593,94.33075679550652,
0.4296530181365917,96.73803191337711,
0.464745786285767,99.13722445053114,
0.4833108750655674,101.52800619050456,
0.4847132036788658,103.9079303723108,
0.4693124474307319,106.28010338949784,
0.43821355116370153,108.65609459306657,
0.39280841409477374,111.06687369430537,
0.3353521321955325,113.5990561150027,
0.26900701840589814,116.40841787802495,
0.1957307060146207,119.56258106642818,
0.11819477204492997,123.13301315391206,
0.03920147552858366,126.3843551699488,
-0.03905033572719192,129.3544424597455,
-0.1141887439955915,132.01753524776623,
-0.18393831777237465,134.76830973577856,
-0.24581344821702733,137.3924383791447,
-0.29784520410610216,139.93724475139467,
-0.3384453405834656,142.47229487516378,
-0.3663918844474655,145.185018476791,
-0.3807918759325403,147.97988288367563,
-0.3815203606191546,150.7561272407183,
-0.3691501328353297,153.30648061840387,
-0.34454300663858484,153.30648061840387,
-0.3087652672517414,155.93063558058012,
-0.26605414134689837,160.79841600209292,
-0.2135481356740355,163.36670711683578,
-0.15878447132692577,166.23668768239062,
-0.10194573599071215,169.17982925983975,
-0.04426802816644537,172.29476202717862,
0.012252711200286127,175.33643074854396,
0.06589384188712247,177.8628867706901,
0.11496078115549896,179.81486559329116,
0.15779365978501947,182.56419690958424,
0.19297267234682322,185.5476840645093,
0.21999317362421336,188.54180195531447,
0.23888951224820748,191.54123559586068,
0.2500116697871054,194.86841807434953,
0.25306385862877906,198.195562794352,
0.24810095722425676,200.84615570454108,
0.23594987411732615,203.4004937935355,
0.2174715086350291,206.7630043110262,
0.19367015432452211,210.09875293941943,
0.16651599706922904,212.39217394879077,
0.13908988320568474,215.51763208848652,
0.1070479426103586,218.43683847550219,
0.0762712173014224,221.0780451773193,
0.045308482613561275,223.62071795770115,
0.0153948777364939,226.10500088003064,
-0.012650603805668322,228.55663536126892,
-0.03823476972051143,231.00333500125524,
-0.06095372530053481,233.44060730215122,
-0.08033069608719796,235.88489465136738,
-0.09591687213856663,238.34420537205514,
-0.10732320272288781,240.8467233611768,
-0.11446357243371749,243.446198165565,
-0.11717407774491669,246.37361475292667,
-0.11564624796780797,249.14799319703266,
-0.11032880602287964,251.7808335709657,
-0.10199805792845888,254.09760396121115,
-0.09089184549431863,256.46112862730104,
-0.07742919712696929,259.5444178736236,
-0.0628408079843235,262.2974406309605,
-0.04716580518630551,264.79068463394356,
-0.031110812595988583,267.2070079333199,
-0.015473614120638208,269.58977191683823,
-0.0011027256901031078,271.96121696342925,
0.011205036560611926,274.33300580175603,
0.020756925452150462,276.7060682575151,
0.026990707601588535,279.08429903074057,
0.02941040562134576,281.4609966327256,
0.027714552697315275,283.8447869454385,
0.021656737937545894,286.225617814953,
0.011209462903228294,288.61513538192514,
-0.0033996028691411556,290.9898343421072,
-0.021518497254097765,293.36889181058234,
-0.04248116641422883,295.74245948068096,
-0.06437450179506728,298.114632497868,
-0.083494912109724,300.48478282243707,
-0.09872613736477473,302.8594817826191,
-0.1091329902646524,305.244338204726,
-0.11426223717527027,307.6587751241369,
-0.1137384799673063,310.1550758583537,
-0.10748690955266306,312.7919753975473,
-0.09585201404587627,315.7054751451723,
-0.07946857517185872,318.7872532960505,
-0.059780999603165984,321.38197393189796,
-0.03848486039496304,323.89446417050294,
-0.016315061697738848,326.7025507048389,
0.005661883085029698,329.3396191089714,
0.02565993661071982,331.9628580578317,
0.04303859889475856,334.80995155019855,
0.057521994147051024,337.6092741352452,
0.06807428165488388,340.73248965886796,
0.0739171842404141,344.2053485159772,
0.07426057131273833,347.113659613919,
0.06838815775851016,349.70515159442243,
0.05632934387293948,352.08420906289757,
0.039561269968885655,354.49321690045645,
0.02028430939971656,357.0577517125837,
