r_autocorreation,arc_length,num_features_sign_change
1.0,0.0,3
0.9598682766178023,2.8240295006182237,
0.8967186932713892,5.8132786807764205,
0.8151639472535637,8.798879289636545,
0.7186586840375725,11.622714200734947,
0.610606310781521,14.37399697837435,
0.49469214614214324,17.07238462453114,
0.3746060833870278,19.727068203630154,
0.2543276052532206,22.37162441929496,
0.13785717432577507,25.00961050032953,
0.028907598950098427,27.644366355799548,
-0.06908727269988346,30.282352436834117,
-0.1533864985839292,32.920338517868686,
-0.2218713876513581,35.58195350270279,
-0.2731663368419194,38.27650757509838,
-0.30664783722457284,41.04078333547102,
-0.3226193718912425,43.91388254875278,
-0.3221407200344176,46.93952472281944,
-0.3070834953172264,49.95360303229921,
-0.28018748187718157,52.89495989989996,
-0.24434509754271166,55.76300269198197,
-0.2030490237509204,58.56795904719041,
-0.1597029431633973,61.29413114579012,
-0.11845130798204453,63.95226253755794,
-0.08135223124660447,66.55393982515125,
-0.0508494657126293,69.10541565482146,
-0.028668678178423307,69.10541565482146,
-0.016054341777083713,71.61145947361962,
-0.013713354772976527,76.62107798917066,
-0.02036404379901431,79.1503528088835,
-0.036437586725271386,81.70792997288345,
-0.06124376571000222,84.32408069494164,
-0.09387525793637276,86.99998503967015,
-0.13213626320239782,89.77754011629452,
-0.17472559993644,92.72980237952197,
-0.2181604005926739,95.92061101245565,
-0.2592031331799644,99.4047013233772,
-0.2953352152660317,102.65269757768505,
-0.32444115778546906,106.03723179133726,
-0.34513113163511805,109.00962296433426,
-0.3553357574918825,111.51343030041892,
-0.3540894225028948,114.27495371454228,
-0.34115944201188714,117.19832929832057,
-0.31668327551497877,120.11013750643679,
-0.28068172402971986,123.39903079641778,
-0.23395905510308623,126.74332139151369,
-0.17766333433031956,130.58903478394382,
-0.11324346091608341,134.82183294682505,
-0.04283873342068678,138.38194885647573,
0.031439896518794204,141.3247052834888,
0.10647474809071591,144.14069979437096,
0.17859711906823522,147.1238756877794,
0.24491765623133702,150.32106792869035,
0.3031412570758213,153.49675242531652,
0.34996481687424524,156.94289649710646,
0.3830061544088619,160.43418920450603,
0.40064569104022874,163.7793643109713,
0.4051923637638129,167.0026933958854,
0.3976792797148205,169.72593597864363,
0.37778406115367874,172.80844161298495,
0.3475887844304829,174.84036437793299,
0.3082887370619503,176.50991047630737,
0.2619250101833692,179.23530701260353,
0.21040832614285648,181.92569791072395,
0.15577436179729157,184.5046454579752,
0.10116553520742291,187.13920067075867,
0.04775390180727274,189.94982736982877,
-0.0014281116626433422,192.74094400935286,
-0.04151805729443798,195.29644709658356,
-0.07163252854786377,197.80120824226327,
-0.09160710641319893,200.32768626888623,
-0.10222384696610373,202.91584407661804,
-0.10350158630343893,205.6180994993395,
-0.09638377766041135,208.46129047233018,
-0.08286088058104017,211.48693264639684,
-0.06487711715826876,214.71658217156033,
-0.043791403799759654,218.12251684127415,
-0.021355265265738336,221.6355110963163,
0.0010125742627577058,225.17765731443075,
0.02186677834616425,228.640236168027,
0.039836838674702627,232.0252070607209,
0.054076306609242106,235.2548565858844,
0.0633017092720505,238.26318970607093,
0.06645381293854749,241.06350216971936,
0.06294367246973057,243.72163356148718,
0.05327748003310757,246.26737216480393,
0.037157685870714816,248.77565908323805,
0.015057016621981046,251.55321415986242,
-0.012035790451116076,254.784352576667,
-0.04217340864378726,257.3519164326877,
-0.07305756836620286,260.4769388895152,
-0.10431779173678178,263.4657899912509,
-0.13435591730288146,266.2454147627166,
-0.16260062659390795,268.8858746119866,
-0.18840858614451306,272.1354241198962,
-0.21178458250801432,275.5780153084318,
-0.23037822245545955,278.8257035197557,
-0.24340083118755493,281.99641807640984,
-0.2504090432619281,284.891765709209,
-0.2511580529631534,288.1840164673046,
-0.2457376262460206,291.05037268616326,
-0.23375388251055607,294.3536391333816,
-0.21677801615882542,297.45676261786906,
-0.1955227836778823,300.44800883407737,
-0.1710000479235373,303.3468121841699,
-0.14398352772556836,306.1851199056326,
-0.11558208363141248,308.990076260841,
-0.08674925350568767,311.79038872448945,
-0.05829065429640874,314.58608789899523,
-0.0308631328607943,317.35036365936793,
-0.00508811521359266,320.1369286697978,
0.018481206627692107,322.9189731087136,
0.03932304995838527,325.7146722832195,
0.05691897619750261,328.5529800046822,
0.07076562357609525,331.42102279676425,
0.08036889450540377,334.31462954720956,
0.08529423742595928,337.2890148378871,
0.08510026706702348,340.3799633312536,
0.07934681852277628,343.67593094748435,
0.06766721610571358,347.09851169279483,
0.04986835035178883,349.70951069727,
0.02642109832865843,356.9931057020063,
