r_autocorreation,arc_length,num_features_sign_change
1.0,0.0,3
0.9613298933652945,3.5160148804926603,
0.8976255778014888,6.87962742548129,
0.8075391523426518,9.754113056705643,
0.6983000144570375,13.098175352665285,
0.5723111727425775,17.062317765226133,
0.4338303901088765,20.500013979976494,
0.28753445844962777,23.632062613682635,
0.13711025137566868,26.79429375688013,
-0.013621022817782292,29.86503053086119,
-0.1604358895999451,32.90965502305186,
-0.2996634905132625,35.980391797032986,
-0.42763965483572686,38.795507876653524,
-0.5410501719925094,41.42555309440279,
-0.6370947697924649,44.45602879992945,
-0.7133755028070101,47.43539448326376,
-0.7673921546208462,50.6548748230731,
-0.7977643332150348,54.96104968439789,
-0.8036211152454595,59.36379098694954,
-0.785030580415474,63.15530811499916,
-0.7437520951444999,66.59874085301249,
-0.6824505846897054,69.99227083664931,
-0.6034402369823485,73.03484833005717,
-0.50908300330717,75.9723123169794,
-0.40204272840113703,79.03244202377681,
-0.28536495224789377,82.38213543389054,
-0.16236676704063183,85.42654873017058,
-0.03686919097670465,88.622825634596,
0.0879113062240968,92.09124079262442,
0.20845060528663328,95.22939090329089,
0.32090702363310497,98.03916061744553,
0.42232893451956,100.8590820533762,
0.5099159852411239,103.69775870011564,
0.5805892797621921,106.23672557413164,
0.632365654817088,109.90981636421427,
0.6632640982370535,113.84803911495854,
0.6727813056527897,117.25086501662635,
0.6613533189773799,120.34191792331397,
0.6302355198123898,123.15525611076349,
0.581703129596002,125.83546512100857,
0.5184272313628471,128.5259187982321,
0.4425431103732121,131.42242398482654,
0.35646200050398896,134.81942028367934,
0.26290327483894943,138.44776050496264,
0.16511593676224992,141.95993101556587,
0.06591130785108566,145.4611096222073,
-0.03230734729714435,148.93080321896633,
-0.12698141711655606,152.44195753012767,
-0.21566206324867707,155.94986271089854,
-0.29599412050531015,159.37177928175294,
-0.3658742025463183,162.66230816890436,
-0.42357324197366103,165.74223072506763,
-0.46801217481730173,168.64748985101667,
-0.49834091391797797,171.43353062245353,
-0.5142233223730323,174.1675215791806,
-0.515602718393147,176.87037419108148,
-0.5025920256752828,179.55617195270392,
-0.47571148751234643,182.23150382839447,
-0.4358857634166793,184.90267408425558,
-0.3844549168060694,187.56965355586783,
-0.3230884438353656,190.23193605948228,
-0.25394216280002685,192.8982126472136,
-0.1794659619532258,195.56019989557905,
-0.10204906798195532,198.22364039217524,
-0.02426053862257057,200.8880795371393,
0.05159309123180331,203.55369842054725,
0.12338510536626435,206.22305725278335,
0.18911276297752777,208.8983891284739,
0.2467953459283156,211.5872467575217,
0.29467714555663976,214.29814053341573,
0.33109096118933773,217.05363121028293,
0.355029152350348,219.91250625195985,
0.3663927862479649,223.05506295598906,
0.36508418232072887,226.52598775886494,
0.3513440950559518,229.30448236555603,
0.32587769453506205,237.19704103826095,
0.29081149484728325,240.32060742167045,
0.2486396582447844,243.67048542353714,
0.20148254787290457,247.5308868321587,
0.15135954762355622,250.96232705756594,
0.10017898378354999,254.1586228783984,
0.04879957417787924,257.233024147832,
-0.0013902108026534877,260.213236085004,
-0.04946527788084224,263.15022567609003,
-0.09404881978413462,266.0965877436815,
-0.13368294781704185,269.0476863517358,
-0.1677160619371287,271.9754386771572,
-0.19528430010669653,274.9507165692641,
-0.2152908756706164,277.98202180599856,
-0.2275582924740457,281.0786834609832,
-0.23179780113207832,284.29955174941165,
-0.22797485736475603,287.6829224845024,
-0.21630528734913504,291.21136953827215,
-0.19742156905930774,294.81679537905796,
-0.17252050457410936,298.5036643634216,
-0.1437835514764534,302.06897631026453,
-0.11317017275638927,305.47625855156224,
-0.0817202063255511,308.88354079285995,
-0.050198367029641915,312.31154229186814,
-0.019587445808191748,315.68790851438433,
0.009721763779138916,319.2051633219672,
0.03671395556659016,322.8375772432867,
0.06039510905276453,326.4903367059075,
0.08001721610794794,330.19976775763615,
0.09501954954388954,333.7088275603823,
0.10472815623542589,337.06521357401857,
0.10896612634988549,340.2195230763226,
0.10736629693254925,343.2047014118126,
0.0995213555558898,346.04013186382343,
0.08636349334793263,346.04013186382343,
0.06884675273543886,348.7021191121889,
0.04651988746871056,354.0353638810012,
0.02441295870599401,356.8632783814281,
