r_autocorrelation,arc_length,num_features_sign_change
1.0,0.0,2
0.9659202590134989,0.0,
0.9157244275975186,2.704764026958628,
0.8508536687277708,8.109691047895524,
0.7706716228565085,10.831483753572911,
0.6785065601431666,13.57060903922445,
0.5762555108624314,16.368851413677703,
0.4663717015851851,19.22223545638957,
0.3523069876153253,22.172569951529454,
0.23714123858609998,25.20406361027949,
0.12256798942168698,28.343074494179177,
0.012074090538852621,31.613914857703946,
-0.0918591498538968,35.01558182633903,
-0.1866573669845593,38.54294406355376,
-0.27121541677235544,42.19520975298968,
-0.3443880234704287,45.895824746713004,
-0.40571153404569604,49.45815540702114,
-0.45356347717948914,52.99395676742523,
-0.4888845177702443,56.42270763014244,
-0.5119416089676476,60.02295911854276,
-0.5226649178375548,63.64171539650613,
-0.5233501404932756,67.02851895202434,
-0.5152283570348681,70.26356468155171,
-0.498481128150848,73.27268089290061,
-0.4735443023677407,76.4689145289255,
-0.4425798671505942,79.65117668750736,
-0.40615555334408615,82.96899151625036,
-0.36626432519397384,86.20170884844504,
-0.32545178912134715,89.82895011941122,
-0.28504555442830365,93.23203766211367,
-0.2450703890552288,96.59958652778039,
-0.20737214181423394,99.97166918278248,
-0.1736258323062431,102.59807081582261,
-0.1431292639839131,105.27140677434113,
-0.11561015943048139,108.4159709104581,
-0.09252702866382492,111.19126239162256,
-0.07319087591216071,114.41557960615421,
-0.0581563186601815,117.77822273994354,
-0.047040085867507325,120.69714340864715,
-0.03969237695838971,123.59426911115577,
-0.034071999430229816,126.61937162548162,
-0.029554311479264687,129.80634959994677,
-0.02534329569513886,132.76635418146236,
-0.020635637978194926,136.29101080954024,
-0.015534937394817145,139.86180307478674,
-0.009675933512663317,143.58973518290748,
-0.0016712879026281973,147.16052744815397,
0.008599847451284875,150.5826443509893,
0.021855027221081652,153.87885487229528,
0.0380413887004744,157.0701686398071,
0.057005779085035777,160.16468691408943,
0.07835260358426176,163.19618057283947,
0.1021991176530687,166.15554668225047,
0.12803441020551248,169.06701296343113,
0.15525407747917844,171.92400035804621,
0.18346493350395165,174.74353105821558,
0.21206120960529554,177.51740121249395,
0.23987385969130182,180.28154351577257,
0.26640244999466955,183.02439952773454,
0.29051918626014833,185.7448861193019,
0.31119247098843245,188.4556603054358,
0.3278374408212143,191.15959429652992,
0.3394947962214827,193.86392028075147,
0.34537938039221855,196.57469446688538,
0.34502752698805383,199.29783845542352,
0.33795309070821394,202.04460173638233,
0.3236242127166079,204.81847189066082,
0.30181613403811497,207.64120739517853,
0.2727817103036318,210.52841497724626,
0.23674063491638717,213.48778108665726,
0.195059408445912,216.56611730987254,
0.14831312103967562,219.79356778742113,
0.09675933541408177,223.18171692876422,
0.04153319377712783,226.67775246065844,
-0.01601313850468144,230.12926573188804,
-0.07443326413424854,233.5992442943334,
-0.13097527153384264,236.5232403616045,
-0.1846596303568546,239.7026281246815,
-0.23407360500492896,242.86589894118492,
-0.2788912596612626,246.04094550457785,
-0.31717673782928946,249.27374688415466,
-0.3493586100819908,252.82914701240475,
-0.3740982227960946,256.328753316591,
-0.3893640891444735,259.85344228497877,
-0.3957075377710044,263.4757643861417,
-0.39379906781771207,267.2766289195787,
-0.3827523113502342,270.75710663918994,
-0.3628176613388231,279.38038036998694,
-0.3357687232543717,282.8100717174185,
-0.30288401111248586,285.67157440706933,
-0.26439470972551604,288.2768198112774,
-0.22216746571508428,290.9379969474088,
-0.17673378198475972,294.38945431878324,
-0.1283087142490254,297.8060814106452,
-0.07835116168884701,300.805834783112,
-0.02996101832702397,303.90431747977027,
0.016253816940897725,306.8770260096237,
0.05886530398829765,309.6819355847176,
0.09587782890016165,313.095003113699,
0.12751477969856057,316.32269623595494,
0.15269905960527982,319.40121475246474,
0.1708175479996296,322.6984255978052,
0.18135782379698961,325.9159057286863,
0.18477730330920264,329.54143441433325,
0.18161307508532157,333.2181031398279,
0.17333828863391393,336.70984324627125,
0.15966061435122553,339.95572989804873,
0.14174508063354385,343.00254940857894,
0.12106491421266888,345.94842121210854,
0.09847935666630625,348.8395782134496,
0.07419666983828735,351.68939810763027,
0.050406834852505515,354.4905580213963,
0.02534019692730952,357.26442817567454,
