r_autocorreation,arc_length,num_features_sign_change
1.0,0.0,2
0.9576438056344801,3.7627827514197065,
0.8967430319731907,14.500743745732336,
0.8184510612431458,18.439929719811033,
0.7317392416713862,22.529424682823958,
0.633193256359776,26.43585824638194,
0.5256852513278366,30.63301589102906,
0.4112877650751056,34.75887502731018,
0.29281934358858497,38.47540161463405,
0.17244366185561835,42.15016118508049,
0.052235786249165875,45.94982763384178,
-0.06532585464650839,49.866939924242786,
-0.1779596727541691,53.905940211263555,
-0.28336367184431627,57.83477486632319,
-0.3794308989280721,61.736201988674054,
-0.46462466287190407,65.71954597172157,
-0.5374234788653631,69.830808821255,
-0.5967144196927658,73.87078637176467,
-0.6412045339546882,78.10769811755642,
-0.6707179818932643,82.32650474486707,
-0.6845627398183382,86.73159574397619,
-0.6834176307034757,91.1305376656361,
-0.6679006360202444,95.66307632041185,
-0.6390074496733429,100.08605047603146,
-0.5983706077626006,105.01311888662963,
-0.5477810140912133,109.65401287257862,
-0.49013224093365243,113.8019357171471,
-0.42620340133281726,117.60617274138878,
-0.3577443803544,121.62485172140885,
-0.28599718866067453,125.5232322585266,
-0.21252248145998964,129.19809583271962,
-0.13881265489673655,132.96567502756722,
-0.06562777666977523,136.4328345319655,
0.003986824551992612,136.4328345319655,
0.07082329545719443,139.9154524720073,
0.13108894650708203,146.6576142283174,
0.1912899073950303,150.1077314154624,
0.2450707345526377,153.66752713607474,
0.29488913931254174,157.35974532003553,
0.33952454868384513,161.16393141002584,
0.3776500427993365,165.12935196772713,
0.408682218903739,169.34881175388085,
0.4323544988521129,173.73309449569973,
0.4478482467039566,178.3245227975794,
0.454692687500629,182.11939712211733,
0.452691873150771,186.2151723416319,
0.44221317596745213,190.07243124212113,
0.42328782689990396,193.4980546236224,
0.39610098908830876,197.32942319255142,
0.36095224411785864,202.15526787938956,
0.31879008965815936,205.98077003222477,
0.2704292401058821,209.19107202902688,
0.21618788296966895,213.39587154292985,
0.15671782395574527,217.54847719650223,
0.09649465740388234,221.42270423340477,
0.031242026681118744,225.18672416524277,
-0.030404232944672302,229.04537773761308,
-0.08930855378576504,232.74795002880774,
-0.14339611366270588,236.44755452604142,
-0.19183686909870687,240.48522363150374,
-0.23339510954709733,244.863589631666,
-0.2669134468924874,249.25830363929856,
-0.29191923822908733,253.5251027806719,
-0.307732558710604,257.82155650085093,
-0.3143343985291307,262.2075476331065,
-0.3111491922436643,266.7400862878821,
-0.2998742423681062,271.27780037033625,
-0.2815608855676982,275.9797788566087,
-0.2574774155919819,280.51036468261907,
-0.22882234463891502,284.9398289530292,
-0.19679660763651632,289.2449285397858,
-0.16303814343990988,293.46438832593975,
-0.12809325251241205,297.56877570728346,
-0.09313787379606243,301.61787022868447,
-0.05890646097249113,305.5466140493116,
-0.02619031283955886,309.3909784001282,
0.004377762246686898,313.13753328744536,
0.032008047106384586,316.82975147140627,
0.05628336743352498,320.42884302601414,
0.07673401867112203,323.961152894646,
0.09312684331809445,327.4181319188296,
0.10509647067573454,330.83149432756744,
0.11189703725378962,334.2043038417349,
0.1130449552573348,337.55023341828024,
0.1088885808216815,340.8991603089003,
0.09902434920922958,344.29464343148794,
0.08404563743469091,347.77726137152985,
0.05885872013190732,351.44642600679487,
0.030495715078564366,355.5668925026411,
